3/5/20	1	1
3/6/20	1	0
3/7/20	1	0
3/8/20	3	2
3/9/20	3	0
3/10/20	7	4
3/11/20	13	6
3/12/20	17	4
3/13/20	24	7
3/14/20	38	14
3/15/20	51	13
3/16/20	62	11
3/17/20	62	0
3/18/20	116	54
3/19/20	150	34
3/20/20	202	52
3/21/20	240	38
3/22/20	274	34
3/23/20	402	128
3/24/20	554	152
3/25/20	709	155
3/26/20	927	218
3/27/20	1170	243
3/28/20	1187	17
3/29/20	1280	93
3/30/20	1326	46
3/31/20	1353	27
4/1/20	1380	27
4/2/20	1462	82
4/3/20	1505	43
4/4/20	1585	80
4/5/20	1655	70
4/6/20	1686	31
4/7/20	1749	63
4/8/20	1845	96
4/9/20	1934	89
4/10/20	2003	69
4/11/20	2028	25
4/12/20	2173	145
4/13/20	2272	99
4/14/20	2415	143
4/15/20	2506	91
4/16/20	2605	99
4/17/20	2783	178
4/18/20	3034	251
4/19/20	3158	124
4/20/20	3300	142
4/21/20	3465	165
4/22/20	3635	170
4/23/20	3953	318
4/24/20	4220	267
4/25/20	4361	141
4/26/20	4546	185
4/27/20	4793	247
4/28/20	4996	203
4/29/20	5350	354
4/30/20	5647	297
5/1/20	5951	304
5/2/20	6336	385
5/3/20	6783	447
5/4/20	7220	437
5/5/20	7572	352
5/6/20	7808	236
5/7/20	8232	424
5/8/20	8895	663
5/9/20	9420	525
5/10/20	10015	595
5/11/20	10652	637
5/12/20	11350	698
5/13/20	12074	724
5/14/20	12739	665
5/15/20	13524	785
5/16/20	14355	831
5/17/20	15515	1160
5/18/20	16433	918
5/19/20	17200	767
5/20/20	18003	803
5/21/20	19137	1134
5/22/20	20125	988
5/23/20	21343	1218
5/24/20	22583	1240
5/25/20	23615	1032
5/26/20	24264	649
5/27/20	25937	1673
5/28/20	27403	1466
5/29/20	29240	1837
5/30/20	30967	1727
5/31/20	32683	1716
6/1/20	34357	1674
6/2/20	35812	1455
6/3/20	37525	1713
6/4/20	40792	3267
6/5/20	43434	2642
6/6/20	45973	2539
6/7/20	48285	2312
6/8/20	50879	2594
6/9/20	52991	2112
6/10/20	55421	2430
6/11/20	58568	3147
6/12/20	61927	3359
6/13/20	65736	3809
6/14/20	70038	4302
6/15/20	73533	3495
6/16/20	76334	2801
6/17/20	80412	4078
6/18/20	83890	3478
6/19/20	87715	3825
6/20/20	92681	4966
6/21/20	97302	4621
6/22/20	101590	4288
6/23/20	106108	4518
6/24/20	111796	5688
6/25/20	118375	6579
6/26/20	124590	6215
6/27/20	131800	7210
6/28/20	138134	6334
6/29/20	144264	6130
6/30/20	151209	6945
7/1/20	159333	8124
7/2/20	168061	8728
7/3/20	177124	9063
7/4/20	187977	10853
7/5/20	196750	8773
7/6/20	205721	8971
